short,географическое распростонение,"Длина
",Ширина,leaf_ind,Площадь,curvtop,curvbasis,Длина контура,circularity,pwid,BIO 1,BIO 2,BIO3,BIO 4,BIO 5,BIO 6,BIO 7,BIO 8,BIO 9,BIO 10,BIO 11,BIO 12,BIO 13,BIO 14,BIO 15,BIO 16,BIO 17,BIO 18,BIO 19
ussur,континентальное,"3,4585","1,2563","0,3632","2,9565","8,7078","2,9664","7,575","6,8418","-0,0618","2,49","10,05","2,36","1130,35","22,4","-19,61",42,"16,18","-12,79","16,18","-12,79","750,24","173,86","7,19","82,68","407,61","27,97","407,61","27,97"
ussur,континентальное,"3,4679","1,1964","0,345","2,8945","8,5883","4,5874","7,5759","7,2623","-0,0618","2,49","10,05","2,36","1130,35","22,4","-19,61",42,"16,18","-12,79","16,18","-12,79","750,24","173,86","7,19","82,68","407,61","27,97","407,61","27,97"
ussur,континентальное,"3,5467","1,2553","0,3539","3,04","4,6611","2,1735","7,7345","7,112","-0,0086","2,49","10,05","2,36","1130,35","22,4","-19,61",42,"16,18","-12,79","16,18","-12,79","750,24","173,86","7,19","82,68","407,61","27,97","407,61","27,97"
ussur,континентальное,"3,8645","1,1366","0,2941","3,008","5,396","7,3208","8,2683","10,1616","0,0391","2,49","10,05","2,36","1130,35","22,4","-19,61",42,"16,18","-12,79","16,18","-12,79","750,24","173,86","7,19","82,68","407,61","27,97","407,61","27,97"
ussur,континентальное,"3,9632","1,2127","0,306","3,3513","3,0313","2,7295","8,4999","8,9923","-0,0184","2,49","10,05","2,36","1130,35","22,4","-19,61",42,"16,18","-12,79","16,18","-12,79","750,24","173,86","7,19","82,68","407,61","27,97","407,61","27,97"
ussur,континентальное,"4,0958","1,2665","0,3092","3,5172","11,9639","10,1321","8,7775","9,339","-0,0083","2,49","10,05","2,36","1130,35","22,4","-19,61",42,"16,18","-12,79","16,18","-12,79","750,24","173,86","7,19","82,68","407,61","27,97","407,61","27,97"
ussur,континентальное,"3,5125","1,3826","0,3936","3,2911","6,9563","3,9044","7,8061","5,9485","-0,049","2,49","10,05","2,36","1130,35","22,4","-19,61",42,"16,18","-12,79","16,18","-12,79","750,24","173,86","7,19","82,68","407,61","27,97","407,61","27,97"
ussur,континентальное,"3,8764","1,6701","0,4308","4,4771","5,2623","1,8817","8,7367","4,4827","-0,0211","2,49","10,05","2,36","1130,35","22,4","-19,61",42,"16,18","-12,79","16,18","-12,79","750,24","173,86","7,19","82,68","407,61","27,97","407,61","27,97"
ussur,континентальное,"3,7776","1,5938","0,4219","4,1572","4,7486","3,4244","8,4878","4,7631","-0,0187","2,49","10,05","2,36","1130,35","22,4","-19,61",42,"16,18","-12,79","16,18","-12,79","750,24","173,86","7,19","82,68","407,61","27,97","407,61","27,97"
ussur,континентальное,"3,3744","1,5654","0,4639","3,8214","2,6856","1,3239","7,7946","3,3325","-0,0707","2,49","10,05","2,36","1130,35","22,4","-19,61",42,"16,18","-12,79","16,18","-12,79","750,24","173,86","7,19","82,68","407,61","27,97","407,61","27,97"
ussur,континентальное,"3,5771","1,6981","0,4747","4,073","5,2649","2,19","8,2063","3,9676","-0,0013","2,49","10,05","2,36","1130,35","22,4","-19,61",42,"16,18","-12,79","16,18","-12,79","750,24","173,86","7,19","82,68","407,61","27,97","407,61","27,97"
lazo,континентальное,"3,9152","1,872","0,4781","5,1251","5,6679","3,899","9,0628","3,4597","0,051","3,86","8,9","2,05","1156,28","23,57","-18,55","42,12","17,57","-12,19","17,57","-12,19","730,22","133,74","13,12","64,32","347,74","51,23","347,74","51,23"
lazo,континентальное,"4,0614","1,6913","0,4164","4,9861","2,8479","5,6525","9,2022","4,4168","-0,0079","3,86","8,9","2,05","1156,28","23,57","-18,55","42,12","17,57","-12,19","17,57","-12,19","730,22","133,74","13,12","64,32","347,74","51,23","347,74","51,23"
lazo,континентальное,"3,0395","1,101","0,3622","2,252","7,3129","5,0144","6,652","7,0822","-0,0367","3,86","8,9","2,05","1156,28","23,57","-18,55","42,12","17,57","-12,19","17,57","-12,19","730,22","133,74","13,12","64,32","347,74","51,23","347,74","51,23"
lazo,континентальное,"2,5713","0,9627","0,3744","1,6919","3,253","4,0459","5,6689","6,4278","0,0022","3,86","8,9","2,05","1156,28","23,57","-18,55","42,12","17,57","-12,19","17,57","-12,19","730,22","133,74","13,12","64,32","347,74","51,23","347,74","51,23"
lazo,континентальное,"2,3316","0,9167","0,3932","1,5063","3,8411","2,5323","5,1997","5,3836","-0,0441","3,86","8,9","2,05","1156,28","23,57","-18,55","42,12","17,57","-12,19","17,57","-12,19","730,22","133,74","13,12","64,32","347,74","51,23","347,74","51,23"
lazo,континентальное,"2,5493","1,0518","0,4126","1,702","6,1175","3,1359","5,6552","6,2232","-0,0475","3,86","8,9","2,05","1156,28","23,57","-18,55","42,12","17,57","-12,19","17,57","-12,19","730,22","133,74","13,12","64,32","347,74","51,23","347,74","51,23"
lazo,континентальное,"3,2511","1,1774","0,3621","2,578","3,1511","6,1334","7,1346","7,1784","0,0079","3,86","8,9","2,05","1156,28","23,57","-18,55","42,12","17,57","-12,19","17,57","-12,19","730,22","133,74","13,12","64,32","347,74","51,23","347,74","51,23"
lazo,континентальное,"2,773","1,1833","0,4267","2,2639","2,9264","3,9381","6,2671","4,7826","0,0314","3,86","8,9","2,05","1156,28","23,57","-18,55","42,12","17,57","-12,19","17,57","-12,19","730,22","133,74","13,12","64,32","347,74","51,23","347,74","51,23"
lazo,континентальное,"3,165","1,0774","0,3404","2,4791","3,1611","1,193","6,9548","6,9447","0,0247","3,86","8,9","2,05","1156,28","23,57","-18,55","42,12","17,57","-12,19","17,57","-12,19","730,22","133,74","13,12","64,32","347,74","51,23","347,74","51,23"
lazo,континентальное,"2,8459",1,"0,3514","1,9572","3,7378","1,1244","6,1928","7,0286","-0,0073","3,86","8,9","2,05","1156,28","23,57","-18,55","42,12","17,57","-12,19","17,57","-12,19","730,22","133,74","13,12","64,32","347,74","51,23","347,74","51,23"
lazo,континентальное,"2,623","1,0796","0,4116","1,8833","4,612","2,2411","5,8496","5,6032","-0,0107","3,86","8,9","2,05","1156,28","23,57","-18,55","42,12","17,57","-12,19","17,57","-12,19","730,22","133,74","13,12","64,32","347,74","51,23","347,74","51,23"
lazo,континентальное,"2,434","1,1023","0,4529","1,7849","6,1004","2,6044","5,512","4,4553","0,0352","3,86","8,9","2,05","1156,28","23,57","-18,55","42,12","17,57","-12,19","17,57","-12,19","730,22","133,74","13,12","64,32","347,74","51,23","347,74","51,23"
lazo,континентальное,"2,7682","1,1663","0,4213","2,2409","3,2022","2,5029","6,2405","4,8126","0,0376","3,86","8,9","2,05","1156,28","23,57","-18,55","42,12","17,57","-12,19","17,57","-12,19","730,22","133,74","13,12","64,32","347,74","51,23","347,74","51,23"
lazo,континентальное,"1,6803","0,9034","0,5376","1,0902","2,2328","4,8089","4,0431","2,4285","0,0331","3,86","8,9","2,05","1156,28","23,57","-18,55","42,12","17,57","-12,19","17,57","-12,19","730,22","133,74","13,12","64,32","347,74","51,23","347,74","51,23"
lazo,континентальное,"3,7783","1,8103","0,4791","4,6669","7,523","3,7496","8,6752","3,56","-0,0021","3,86","8,9","2,05","1156,28","23,57","-18,55","42,12","17,57","-12,19","17,57","-12,19","730,22","133,74","13,12","64,32","347,74","51,23","347,74","51,23"
lazo,континентальное,"2,7955","1,56","0,558","3,075","3,0735","7,9031","6,7475","2,2396","0,0013","3,86","8,9","2,05","1156,28","23,57","-18,55","42,12","17,57","-12,19","17,57","-12,19","730,22","133,74","13,12","64,32","347,74","51,23","347,74","51,23"
lazo,континентальное,"3,1707","1,6439","0,5185","3,4739","7,0954","8,0968","7,3962","3,181","-0,0055","3,86","8,9","2,05","1156,28","23,57","-18,55","42,12","17,57","-12,19","17,57","-12,19","730,22","133,74","13,12","64,32","347,74","51,23","347,74","51,23"
lazo,континентальное,"3,3984","1,6913","0,4977","3,8916","4,6304","0,9578","7,8688","3,3443","-0,0346","3,86","8,9","2,05","1156,28","23,57","-18,55","42,12","17,57","-12,19","17,57","-12,19","730,22","133,74","13,12","64,32","347,74","51,23","347,74","51,23"
lazo,континентальное,"2,7667","1,4695","0,5311","2,7346","8,8982","3,1629","6,5156","2,958","-0,0721","3,86","8,9","2,05","1156,28","23,57","-18,55","42,12","17,57","-12,19","17,57","-12,19","730,22","133,74","13,12","64,32","347,74","51,23","347,74","51,23"
lazo,континентальное,"3,2052","1,9911","0,6212","4,542","3,2324","5,7567","8,0094","1,5574","0,0926","3,86","8,9","2,05","1156,28","23,57","-18,55","42,12","17,57","-12,19","17,57","-12,19","730,22","133,74","13,12","64,32","347,74","51,23","347,74","51,23"
lazo,континентальное,"2,5891","1,5146","0,585","2,5667","9,5822","6,129","6,2232","2,5222","-0,0007","3,86","8,9","2,05","1156,28","23,57","-18,55","42,12","17,57","-12,19","17,57","-12,19","730,22","133,74","13,12","64,32","347,74","51,23","347,74","51,23"
lazo,континентальное,"2,7771","1,3369","0,4814","2,6088","6,6756","3,8013","6,4356","3,3098","0,0153","3,86","8,9","2,05","1156,28","23,57","-18,55","42,12","17,57","-12,19","17,57","-12,19","730,22","133,74","13,12","64,32","347,74","51,23","347,74","51,23"
lazo,континентальное,"3,1302","1,5656","0,5002","3,2572","7,2635","10,3266","7,2772","3,6924","0,0148","3,86","8,9","2,05","1156,28","23,57","-18,55","42,12","17,57","-12,19","17,57","-12,19","730,22","133,74","13,12","64,32","347,74","51,23","347,74","51,23"
lazo,континентальное,"2,7364","1,32","0,4824","2,3934","4,7965","7,522","6,2734","3,8773","0,0437","3,86","8,9","2,05","1156,28","23,57","-18,55","42,12","17,57","-12,19","17,57","-12,19","730,22","133,74","13,12","64,32","347,74","51,23","347,74","51,23"
lazo,континентальное,"3,6493","1,6635","0,4559","4,0467","9,3881","3,8172","8,2763","4,3606","0,008","3,86","8,9","2,05","1156,28","23,57","-18,55","42,12","17,57","-12,19","17,57","-12,19","730,22","133,74","13,12","64,32","347,74","51,23","347,74","51,23"
lazo,континентальное,"2,6267","1,3137","0,5001","2,3681","11,0219","6,5659","6,1267","3,2849","-0,0387","3,86","8,9","2,05","1156,28","23,57","-18,55","42,12","17,57","-12,19","17,57","-12,19","730,22","133,74","13,12","64,32","347,74","51,23","347,74","51,23"
lazo,континентальное,"2,6623","1,1669","0,4383","2,2593","4,447","1,6556","6,0807","3,7997","-0,0287","3,86","8,9","2,05","1156,28","23,57","-18,55","42,12","17,57","-12,19","17,57","-12,19","730,22","133,74","13,12","64,32","347,74","51,23","347,74","51,23"
lazo,континентальное,"3,534","1,9436","0,55","4,928","4,5351","2,3561","8,5347","2,2149","-0,0567","3,86","8,9","2,05","1156,28","23,57","-18,55","42,12","17,57","-12,19","17,57","-12,19","730,22","133,74","13,12","64,32","347,74","51,23","347,74","51,23"
lazo,континентальное,"3,9038","1,8495","0,4738","5,123","4,7102","2,4304","9,0754","3,5107","-0,0101","3,86","8,9","2,05","1156,28","23,57","-18,55","42,12","17,57","-12,19","17,57","-12,19","730,22","133,74","13,12","64,32","347,74","51,23","347,74","51,23"
lazo,континентальное,"2,393","1,2093","0,5054","2,0457","3,7209","2,7643","5,623","2,8898","-0,0206","3,86","8,9","2,05","1156,28","23,57","-18,55","42,12","17,57","-12,19","17,57","-12,19","730,22","133,74","13,12","64,32","347,74","51,23","347,74","51,23"
lazo,континентальное,"2,6082","1,1186","0,4289","1,9879","12,1995","5,518","5,8696","4,764","-0,0228","3,86","8,9","2,05","1156,28","23,57","-18,55","42,12","17,57","-12,19","17,57","-12,19","730,22","133,74","13,12","64,32","347,74","51,23","347,74","51,23"
lazo,континентальное,"2,3943","1,1352","0,4741","1,902","10,0311","2,4888","5,549","3,6226","-0,0377","3,86","8,9","2,05","1156,28","23,57","-18,55","42,12","17,57","-12,19","17,57","-12,19","730,22","133,74","13,12","64,32","347,74","51,23","347,74","51,23"
lazo,континентальное,"2,8226","1,4114","0,5","2,7446","11,8968","3,7846","6,6117","3,3607","-0,0876","3,86","8,9","2,05","1156,28","23,57","-18,55","42,12","17,57","-12,19","17,57","-12,19","730,22","133,74","13,12","64,32","347,74","51,23","347,74","51,23"
lazo,континентальное,"2,0197","0,9314","0,4612","1,2929","3,0453","3,501","4,6403","4,088","0,0323","3,86","8,9","2,05","1156,28","23,57","-18,55","42,12","17,57","-12,19","17,57","-12,19","730,22","133,74","13,12","64,32","347,74","51,23","347,74","51,23"
lazo,континентальное,"3,2358","1,459","0,4509","3,3874","4,1969","2,6255","7,4633","3,8771","-0,0921","3,86","8,9","2,05","1156,28","23,57","-18,55","42,12","17,57","-12,19","17,57","-12,19","730,22","133,74","13,12","64,32","347,74","51,23","347,74","51,23"
lazo,континентальное,"3,7856","1,6339","0,4316","4,2412","4,8248","7,2624","8,5367","4,6162","-0,0047","3,86","8,9","2,05","1156,28","23,57","-18,55","42,12","17,57","-12,19","17,57","-12,19","730,22","133,74","13,12","64,32","347,74","51,23","347,74","51,23"
lazo,континентальное,"2,7369","1,1994","0,4382","2,267","3,7315","0,9867","6,2057","4,4212","0,0395","3,86","8,9","2,05","1156,28","23,57","-18,55","42,12","17,57","-12,19","17,57","-12,19","730,22","133,74","13,12","64,32","347,74","51,23","347,74","51,23"
lazo,континентальное,"5,1401","2,0565","0,4001","7,4963","4,7551","3,0476","11,4805","5,0158","0,0252","3,86","8,9","2,05","1156,28","23,57","-18,55","42,12","17,57","-12,19","17,57","-12,19","730,22","133,74","13,12","64,32","347,74","51,23","347,74","51,23"
lazo,континентальное,"4,086","1,4931","0,3654","4,2426","6,0196","3,7683","8,9987","6,5204","0,0337","3,86","8,9","2,05","1156,28","23,57","-18,55","42,12","17,57","-12,19","17,57","-12,19","730,22","133,74","13,12","64,32","347,74","51,23","347,74","51,23"
lazo,континентальное,"3,0436","1,3151","0,4321","2,8658","3,1274","4,8264","6,9364","4,223","-0,0414","3,86","8,9","2,05","1156,28","23,57","-18,55","42,12","17,57","-12,19","17,57","-12,19","730,22","133,74","13,12","64,32","347,74","51,23","347,74","51,23"
lazo,континентальное,"3,2017","1,3966","0,4362","3,3101","3,7787","3,0072","7,3846","3,9079","0,01","3,86","8,9","2,05","1156,28","23,57","-18,55","42,12","17,57","-12,19","17,57","-12,19","730,22","133,74","13,12","64,32","347,74","51,23","347,74","51,23"
lazo,континентальное,"3,6648","1,8361","0,501","4,8955","2,6938","0,7982","8,6374","2,6731","0,0192","3,86","8,9","2,05","1156,28","23,57","-18,55","42,12","17,57","-12,19","17,57","-12,19","730,22","133,74","13,12","64,32","347,74","51,23","347,74","51,23"
lazo,континентальное,"4,749","2,0758","0,4371","7,1225","3,4181","3,7093","10,8259","3,8885","-0,0194","3,86","8,9","2,05","1156,28","23,57","-18,55","42,12","17,57","-12,19","17,57","-12,19","730,22","133,74","13,12","64,32","347,74","51,23","347,74","51,23"
lazo,континентальное,"3,3524","1,555","0,4638","3,8652","3,1884","3,6584","7,878","3,4904","0,1359","3,86","8,9","2,05","1156,28","23,57","-18,55","42,12","17,57","-12,19","17,57","-12,19","730,22","133,74","13,12","64,32","347,74","51,23","347,74","51,23"
lazo,континентальное,"4,0469","1,6121","0,3984","4,6455","5,9314","3,9173","9,0655","5,1244","-0,0647","3,86","8,9","2,05","1156,28","23,57","-18,55","42,12","17,57","-12,19","17,57","-12,19","730,22","133,74","13,12","64,32","347,74","51,23","347,74","51,23"
lazo,континентальное,"2,4111","1,0672","0,4426","1,8002","3,711","7,7918","5,5139","4,3222","0,0564","3,86","8,9","2,05","1156,28","23,57","-18,55","42,12","17,57","-12,19","17,57","-12,19","730,22","133,74","13,12","64,32","347,74","51,23","347,74","51,23"
lazo,континентальное,"3,2299","1,7931","0,5552","4,2108","2,0943","1,034","7,821","1,9603","0,015","3,86","8,9","2,05","1156,28","23,57","-18,55","42,12","17,57","-12,19","17,57","-12,19","730,22","133,74","13,12","64,32","347,74","51,23","347,74","51,23"
lazo,континентальное,"3,2192","1,3223","0,4108","3,2554","3,1251","1,1579","7,4183","4,338","0,0044","3,86","8,9","2,05","1156,28","23,57","-18,55","42,12","17,57","-12,19","17,57","-12,19","730,22","133,74","13,12","64,32","347,74","51,23","347,74","51,23"
lazo,континентальное,"3,8051","1,6842","0,4426","4,4754","2,0158","2,7384","8,6963","4,332","0,039","3,86","8,9","2,05","1156,28","23,57","-18,55","42,12","17,57","-12,19","17,57","-12,19","730,22","133,74","13,12","64,32","347,74","51,23","347,74","51,23"
lazo,континентальное,"3,4362","1,3912","0,4049","3,4292","3,7197","0,2398","7,7231","4,8274","0,0387","3,86","8,9","2,05","1156,28","23,57","-18,55","42,12","17,57","-12,19","17,57","-12,19","730,22","133,74","13,12","64,32","347,74","51,23","347,74","51,23"
lazo,континентальное,"2,5872","1,116","0,4314","2,0251","3,2376","1,9255","5,8652","4,4211",0,"3,86","8,9","2,05","1156,28","23,57","-18,55","42,12","17,57","-12,19","17,57","-12,19","730,22","133,74","13,12","64,32","347,74","51,23","347,74","51,23"
lazo,континентальное,"3,2967","1,3053","0,3959","3,0384","5,2636","6,6094","7,4012","5,4619","0,0464","3,86","8,9","2,05","1156,28","23,57","-18,55","42,12","17,57","-12,19","17,57","-12,19","730,22","133,74","13,12","64,32","347,74","51,23","347,74","51,23"
lazo,континентальное,"3,452","1,2725","0,3686","2,9988","5,5946","3,9868","7,5685","6,5355","0,0142","3,86","8,9","2,05","1156,28","23,57","-18,55","42,12","17,57","-12,19","17,57","-12,19","730,22","133,74","13,12","64,32","347,74","51,23","347,74","51,23"
lazo,континентальное,"2,3628","1,0162","0,4301","1,6812","2,4931","3,3525","5,3919","4,7258","0,1149","3,86","8,9","2,05","1156,28","23,57","-18,55","42,12","17,57","-12,19","17,57","-12,19","730,22","133,74","13,12","64,32","347,74","51,23","347,74","51,23"
lazo,континентальное,"3,7104","1,4785","0,3985","3,8562","3,3961","1,6677","8,3053","5,3212","0,0372","3,86","8,9","2,05","1156,28","23,57","-18,55","42,12","17,57","-12,19","17,57","-12,19","730,22","133,74","13,12","64,32","347,74","51,23","347,74","51,23"
lazo,континентальное,"2,5295","1,2152","0,4804","2,1593","2,5262","2,1264","5,9035","3,5739","0,0938","3,86","8,9","2,05","1156,28","23,57","-18,55","42,12","17,57","-12,19","17,57","-12,19","730,22","133,74","13,12","64,32","347,74","51,23","347,74","51,23"
lazo,континентальное,"3,2403","1,2737","0,3931","2,8354","6,3116","5,1099","7,195","5,6912","0,0209","3,86","8,9","2,05","1156,28","23,57","-18,55","42,12","17,57","-12,19","17,57","-12,19","730,22","133,74","13,12","64,32","347,74","51,23","347,74","51,23"
lazo,континентальное,"2,8993","1,1552","0,3984","2,3417","3,7219","0,8202","6,4867","5,4025","0,0522","3,86","8,9","2,05","1156,28","23,57","-18,55","42,12","17,57","-12,19","17,57","-12,19","730,22","133,74","13,12","64,32","347,74","51,23","347,74","51,23"
lazo,континентальное,"3,5047","1,5981","0,456","3,9486","2,6631","1,1081","8,0885","4,0026","0,1287","3,86","8,9","2,05","1156,28","23,57","-18,55","42,12","17,57","-12,19","17,57","-12,19","730,22","133,74","13,12","64,32","347,74","51,23","347,74","51,23"
lazo,континентальное,"3,314","1,673","0,5048","3,9986","5,5568","2,2169","7,9067","3,068","-0,1233","3,86","8,9","2,05","1156,28","23,57","-18,55","42,12","17,57","-12,19","17,57","-12,19","730,22","133,74","13,12","64,32","347,74","51,23","347,74","51,23"
lazo,континентальное,"3,7357","1,4586","0,3904","3,905","6,5832","1,9767","8,3492","5,2849","-0,0624","3,86","8,9","2,05","1156,28","23,57","-18,55","42,12","17,57","-12,19","17,57","-12,19","730,22","133,74","13,12","64,32","347,74","51,23","347,74","51,23"
lazo,континентальное,"3,0979","1,1925","0,385","2,5885","11,479","5,0241","6,8551","5,5884","0,0662","3,86","8,9","2,05","1156,28","23,57","-18,55","42,12","17,57","-12,19","17,57","-12,19","730,22","133,74","13,12","64,32","347,74","51,23","347,74","51,23"
lazo,континентальное,"3,3231","1,6709","0,5028","3,9818","8,8392","7,8658","7,938","3,2587","-0,1343","3,86","8,9","2,05","1156,28","23,57","-18,55","42,12","17,57","-12,19","17,57","-12,19","730,22","133,74","13,12","64,32","347,74","51,23","347,74","51,23"
lazo,континентальное,"4,721","1,8365","0,389","5,7388","8,6918","0,9593","10,3901","6,245","0,0295","3,86","8,9","2,05","1156,28","23,57","-18,55","42,12","17,57","-12,19","17,57","-12,19","730,22","133,74","13,12","64,32","347,74","51,23","347,74","51,23"
lazo,континентальное,"4,2776","1,7802","0,4162","5,2869","6,8614","1,7292","9,5791","4,7895","0,0124","3,86","8,9","2,05","1156,28","23,57","-18,55","42,12","17,57","-12,19","17,57","-12,19","730,22","133,74","13,12","64,32","347,74","51,23","347,74","51,23"
lazo,континентальное,"3,2807","1,3676","0,4169","3,1603","6,0917","2,0619","7,3764","4,651","-0,0944","3,86","8,9","2,05","1156,28","23,57","-18,55","42,12","17,57","-12,19","17,57","-12,19","730,22","133,74","13,12","64,32","347,74","51,23","347,74","51,23"
lazo,континентальное,"3,4255","1,3175","0,3846","3,1461","9,7556","2,0091","7,5668","5,6329","-0,043","3,86","8,9","2,05","1156,28","23,57","-18,55","42,12","17,57","-12,19","17,57","-12,19","730,22","133,74","13,12","64,32","347,74","51,23","347,74","51,23"
lazo,континентальное,"3,4086","1,2072","0,3542","2,9802","6,307","0,3324","7,5034","6,3255","0,0839","3,86","8,9","2,05","1156,28","23,57","-18,55","42,12","17,57","-12,19","17,57","-12,19","730,22","133,74","13,12","64,32","347,74","51,23","347,74","51,23"
lazo,континентальное,"3,6808","1,2413","0,3372","3,3722","3,5455","2,5273","8,0735","6,7631","-0,032","3,86","8,9","2,05","1156,28","23,57","-18,55","42,12","17,57","-12,19","17,57","-12,19","730,22","133,74","13,12","64,32","347,74","51,23","347,74","51,23"
lazo,континентальное,"3,0374","1,21","0,3984","2,6528","4,8475","6,8159","6,813","4,9307","0,0497","3,86","8,9","2,05","1156,28","23,57","-18,55","42,12","17,57","-12,19","17,57","-12,19","730,22","133,74","13,12","64,32","347,74","51,23","347,74","51,23"
lazo,континентальное,"4,002","1,3677","0,3417","4,0428","4,9479","5,0271","8,8082","6,6241","-0,0185","3,86","8,9","2,05","1156,28","23,57","-18,55","42,12","17,57","-12,19","17,57","-12,19","730,22","133,74","13,12","64,32","347,74","51,23","347,74","51,23"
lazo,континентальное,"2,8497","1,3121","0,4604","2,6936","4,0808","1,2008","6,6061","3,6351","0,0491","3,86","8,9","2,05","1156,28","23,57","-18,55","42,12","17,57","-12,19","17,57","-12,19","730,22","133,74","13,12","64,32","347,74","51,23","347,74","51,23"
lazo,континентальное,"3,1964","0,9728","0,3044","2,1605","5,4157","2,0616","6,856","9,1907","0,0621","3,86","8,9","2,05","1156,28","23,57","-18,55","42,12","17,57","-12,19","17,57","-12,19","730,22","133,74","13,12","64,32","347,74","51,23","347,74","51,23"
lazo,континентальное,"3,5225","1,0899","0,3094","2,7945","2,8936","0,4177","7,5996","8,101","0,0498","3,86","8,9","2,05","1156,28","23,57","-18,55","42,12","17,57","-12,19","17,57","-12,19","730,22","133,74","13,12","64,32","347,74","51,23","347,74","51,23"
lazo,континентальное,"3,1119","1,4974","0,4812","3,3302","8,427","2,2509","7,2375","3,1629","-0,0428","3,86","8,9","2,05","1156,28","23,57","-18,55","42,12","17,57","-12,19","17,57","-12,19","730,22","133,74","13,12","64,32","347,74","51,23","347,74","51,23"
lazo,континентальное,"3,9115","1,3087","0,3346","3,5481","5,2634","2,9671","8,4723","7,6641","0,0459","3,86","8,9","2,05","1156,28","23,57","-18,55","42,12","17,57","-12,19","17,57","-12,19","730,22","133,74","13,12","64,32","347,74","51,23","347,74","51,23"
lazo,континентальное,"2,8689","1,3371","0,4661","2,7573","7,6048","8,9754","6,6364","3,4064","0,0076","3,86","8,9","2,05","1156,28","23,57","-18,55","42,12","17,57","-12,19","17,57","-12,19","730,22","133,74","13,12","64,32","347,74","51,23","347,74","51,23"
lazo,континентальное,"2,9963","1,3954","0,4657","2,9704","3,0877","3,5285","6,9296","3,5994","0,0046","3,86","8,9","2,05","1156,28","23,57","-18,55","42,12","17,57","-12,19","17,57","-12,19","730,22","133,74","13,12","64,32","347,74","51,23","347,74","51,23"
lazo,континентальное,"3,0857","1,1333","0,3673","2,3717","11,3874","6,3204","6,7434","6,6073","0,0081","3,86","8,9","2,05","1156,28","23,57","-18,55","42,12","17,57","-12,19","17,57","-12,19","730,22","133,74","13,12","64,32","347,74","51,23","347,74","51,23"
lazo,континентальное,"3,0476","1,1428","0,375","2,4781","3,6899","8,497","6,7518","5,829","0,1037","3,86","8,9","2,05","1156,28","23,57","-18,55","42,12","17,57","-12,19","17,57","-12,19","730,22","133,74","13,12","64,32","347,74","51,23","347,74","51,23"
lazo,континентальное,"2,9983","1,4333","0,478","3,1255","3,9876","3,3583","7,0155","3,1806","0,0242","3,86","8,9","2,05","1156,28","23,57","-18,55","42,12","17,57","-12,19","17,57","-12,19","730,22","133,74","13,12","64,32","347,74","51,23","347,74","51,23"
lazo,континентальное,"4,0158","1,8827","0,4688","5,2373","5,3394","8,2255","9,2121","3,6371","-0,0554","3,86","8,9","2,05","1156,28","23,57","-18,55","42,12","17,57","-12,19","17,57","-12,19","730,22","133,74","13,12","64,32","347,74","51,23","347,74","51,23"
lazo,континентальное,"3,6684","1,8161","0,4951","4,7187","2,3975","3,9374","8,5973","3,0976","0,0317","3,86","8,9","2,05","1156,28","23,57","-18,55","42,12","17,57","-12,19","17,57","-12,19","730,22","133,74","13,12","64,32","347,74","51,23","347,74","51,23"
lazo,континентальное,"5,9447","2,3014","0,3871","9,3265","5,5717","7,2892","13,1946","6,1005","0,0307","3,86","8,9","2,05","1156,28","23,57","-18,55","42,12","17,57","-12,19","17,57","-12,19","730,22","133,74","13,12","64,32","347,74","51,23","347,74","51,23"
lazo,континентальное,"4,5154","1,9927","0,4413","6,3841","3,6468","1,1138","10,2978","4,0446","0,0607","3,86","8,9","2,05","1156,28","23,57","-18,55","42,12","17,57","-12,19","17,57","-12,19","730,22","133,74","13,12","64,32","347,74","51,23","347,74","51,23"
lazo,континентальное,"4,2158","1,6771","0,3978","4,996","8,0548","3,6481","9,3964","5,1061","-0,0084","3,86","8,9","2,05","1156,28","23,57","-18,55","42,12","17,57","-12,19","17,57","-12,19","730,22","133,74","13,12","64,32","347,74","51,23","347,74","51,23"
lazo,континентальное,"5,0595","2,0666","0,4085","7,4186","4,6936","2,474","11,3739","4,8716","-0,052","3,86","8,9","2,05","1156,28","23,57","-18,55","42,12","17,57","-12,19","17,57","-12,19","730,22","133,74","13,12","64,32","347,74","51,23","347,74","51,23"
lazo,континентальное,"3,7125","1,5253","0,4108","4,0609","5,329","3,9148","8,3498","4,602","-0,0311","3,86","8,9","2,05","1156,28","23,57","-18,55","42,12","17,57","-12,19","17,57","-12,19","730,22","133,74","13,12","64,32","347,74","51,23","347,74","51,23"
lazo,континентальное,"4,0985","1,9955","0,4869","5,7918","4,699","7,9115","9,5905","3,3145","-0,0033","3,86","8,9","2,05","1156,28","23,57","-18,55","42,12","17,57","-12,19","17,57","-12,19","730,22","133,74","13,12","64,32","347,74","51,23","347,74","51,23"
lazo,континентальное,"3,7457","1,6379","0,4373","4,4639","6,9337","2,7727","8,6508","4,1983","-0,0187","3,86","8,9","2,05","1156,28","23,57","-18,55","42,12","17,57","-12,19","17,57","-12,19","730,22","133,74","13,12","64,32","347,74","51,23","347,74","51,23"
lazo,континентальное,"4,066","1,8455","0,4539","5,0792","9,6327","6,4466","9,2404","4,2445","-0,0451","3,86","8,9","2,05","1156,28","23,57","-18,55","42,12","17,57","-12,19","17,57","-12,19","730,22","133,74","13,12","64,32","347,74","51,23","347,74","51,23"
